CaseID,par_weight,teen_weight,xspanish,xprimelan,QS1,QS2,P1_A,P1_B,P1_C,P1_D,P1_E,P2_A,P2_B,P2_C,P2_D,P3,P4,P5,P6,P7_A,P7_B,P7_C,P8,P9,P10,P10_1,P11,P11_5,P12_A,P12_B,P12_C,P13_A,P13_B,P13_C,P13_D,P13_E,P14_F,P14_G,P14_H,P15_A,P15_B,P15_C,P15_D,P15_E,QS9,QS10_1,QS10_2,QS10_3,QS10_4,QS10_5,QS10_6,QS10_7,QS10_8,QS10_9,QS10_10,QS10_11,QS10_12,QS10_13,QS10_14,QS10_15,QS10_Refused,QS10_3_Specify,QS10_10_Specify,QS10_14_Specify,QS10_15_Specify,KINTMOB,K2,K3_A,K3_B,K3_C,K3_D,K3_E,K4,K5_A,K5_B,K5_C,K5_D,K5_E,K5_1_A,K5_1_B,K5_1_C,K6_1,K6_2,K6_3,K6_4,K6_5,K6_6,K6_7,K6_8,K7,K8,K8_Refused,KFB1A,KFB1B,KFB1C,K9,KF10_1,KF10_1_Specify,KF10_2,KF10_2_Specify,KF10_3,KF10_3_Specify,KFMEET,KFMEET2_1,KFMEET2_2,KFMEET2_3,KFMEET2_4,KFMEET2_5,KFMEET2_8,KFMEET2_Refused,KFMEET2_8_Specify,KFMEET3,KFR11_A,KFR11_B,KFR11_C,KFR11_D,KFR11_E,KFR11_F,KFR11_G,KFR11_H,KFR11_I,KGAME1,KGAME2,KGAME3_1,KGAME3_2,KGAME3_3,KGAME4,KGAME5_A,KGAME5_B,KGAME5_C,KGAME5_D,KF12,KF13_A,KF13_B,KF13_C,KF13_D,KF13_E,KF13_F,KF13_G,KF13_H,KF13_I,KF13_Specify,KF13_1,KF13_1_Specify,KF13_2,KF13_2_Specify,KF13_3,KF13_3_Specify,KFSNS1_A,KFSNS1_B,KFSNS1_C,KFSNS1_D,KFSNS1_E,KFSNS2_A,KFSNS2_B,KFSNS2_C,KFSNS2_D,KFSNS3_A,KFSNS3_B,KFSNS3_C,KF14,KFSNS4_A,KFSNS4_B,KFSNS4_C,KF15,KDATE1,DT1,DT1A,KR1,REL3,REL3_Refused,KR2,KDATE2_A,KDATE2_B,KDATE2_C,KDATE2_D,KDATE2_E,KDATE2_F,KDATE2_G,KDATE2_H,KDATE2_I,KDATE2_Specify,KR3_A,KR3_B,KR3_C,KR4_1,KR4_2,KR4_3,KR4_4,KR4_5,KR4_6,KR4_7,KR4_Refused,KR4_Specify,KR5,KR6_A,KR6_B,KR6_C,KR6_D,KR6_E,KR6_F,KR6_G,KR6_H,KR6_I,KR7_A,KR7_B,KR7_C,KR7_D,KR7_E,KR7_F,KR7_G,KR7_H,KR7_I,KR7_J,KR8,KR9,KRSNS1_A,KRSNS1_B,KRSNS1_C,KRSNS1_D,KRSNS2_A,KRSNS2_B,KRSNS2_C,KRSNS2_D,KRSNS2_E,KRSNS3_A,KRSNS3_B,KRSNS3_C,REL8_A,REL8_B,REL8_C,REL8_D,REL8_E,KR10_1,KR10_2,KR10_3,KR10_4,KR10_5,KR10_6,KR11_A,KR11_B,KR11_C,KR11_D,KR11_E,KR11_F,KR11_G,KR11_H,KR11_I,KR11_J,KR11_K,KR11_Refused,KR11_Specify,KR12_1,KR12_2,KR12_3,KR12_4,KR12_5,KR12_6,KR12_7,KR12_8,KR12_9,KR12_10,KR12_11,KR12_Refused,KR12_Specify,KR13_A,KR13_B,KR13_C,KR13_D,KR13_E,KR13_F,KRSNS4_A,KRSNS4_B,KRSNS4_C,KRCELL_D,KRCELL_E,DT2_A,DT2_B,DT2_C,DT2_D,DT2_E,DT2_F,DT2_G,DT2_H,DT2_I,DT4,DT4A,KRS,KSO,KSO_Specify,KTG,KEND,Teen_Ethn,Child_age,Child_gender,PPAGE,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET
1706, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,44,11,3,1,2,1,4,2,11,1,1,4,8,1,84,1,0,0,1,2,1,1
1707,1.2366,0.9121,1,5,1,1,1,-1,-1,1,1,1,1,1,1,2,1,1,2,2,1,1, ,1,1,instagram,1, ,2,2,2,2,1,1,1,1,2,1,1,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,1,1,2,1,2,1,200,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2, , , ,600,500,2,1, ,3, ,2, ,1, , , , , , , , , ,1,2,1,2,1,4,2,1,2,2,2,1,1,1,1,2,3,3,3,1,1,2,1,2,2,2,2,1,2, ,1, ,6, ,7, ,3,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,1,1,1, ,1, , , ,1,1,1,1,1,1,1,1,2, ,2,1,2,1,0,0,1,0,0,0,0, ,2,2,1,1,4,2,4,1,4,4,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,10,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0, ,2,2,2,2,2,2,1,1,1,1,2,3,3,3,3,3,3,3,3,3,2,2,1,2, ,4,2,1,17,1,35,9,2,1,2,1,6,1,18,1,1,1,2,1,23,0,2,1,1,2,7,1
1712,0.4618,0.5111,2,3,2,2,2,2,2,1,2,1,2,2,1,3,2,2, ,1,2,2,1, ,2, ,2, ,2,1, ,1,1,1,1,1, , , ,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,2,2,1,2,1, ,2,2,2,2,2, , , ,1,-1,-1,1,-1,-1,-1,-1,4, , ,13, , ,1,2, ,6, ,7, ,3,1,0,0,0,0,0,0, ,2,3,3,4,3,4,3, , , , , , , , , , , , , ,5,1,2,2,2,2,2,1,1,2, ,7, ,1, ,8, , , , , , , , , , , , , ,2, , , ,2,2, , , , , , , , ,2,2,2,2,2,1,2, ,1, , ,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,5,6,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4,2,4,13,1,47,9,2,4,2,1,4,1,3,3,1,3,7,1,74,0,0,0,2,2,4,1
1713,1.0782,1.0228,1,5,1,1,1,1,1,1,1,1,2,1,1,3,2,2, ,1,1,1,1,2,1,instagram,2, ,1,1,1,3,1,1,3,1,2,1,2,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,1,1,1,1,20,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,3, , ,-99,-99,-99,2,1, ,3, ,6, ,1, , , , , , , , , ,2,2,1,1,3,2,3,1, , , , , , , , , , , ,3,1,2,2,1,2,1,2,2,2, ,6, ,1, ,5, ,2,3,2,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2, , , , , , ,1,1,1,2,2,1,2,2,2, ,2,2, ,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,9,10,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,2,1,17,1,45,10,3,1,2,1,3,1,11,1,1,3,7,1,74,0,0,0,1,2,1,1
1714,0.7173,0.7396,2,3,1,1,2,2,2,2,1,2,2,1,2,3,2,2, ,1,3,1, , ,2, ,1, ,2,2,1,2,2,2,1,1,2,2,2,1,1,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , ,hispanic,1,1,2,1,1,1,1,1000,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1, ,-1,3546,-99,2879,2,1, ,2, ,3, ,4,1,0,0,0,0,0,0, ,2,1,3,1,1,4,4,1,2, , , , , , , , , , , ,1,1,2,1,2,1,2,1,1,2, ,1, ,6, ,7, ,2,3,2,3,2,2,2,1,3,4,1,1,1,2,2,2,1,1,1, ,3, ,-1,2,1,1,1,1,2,2,2,1,2, ,2,2,2,1,1,0,1,1,1,0,0, ,1,1,2,1,1,4,4,1, ,1,1,1,1,1,1,2,1,2,2,1,-1,1,2,2,1,2,2,4,3,3,3,2,1,2,2,1,1,2,2,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,2,2,2,2,2,1,1,2,2,1,3,3,3,3,3,3,3,3,3,4,4,2,2, ,4,2,4,15,2,40,4,1,4,2,1,5,3,3,6,1,4,8,2,86,0,1,1,1,2,4,0
1716, , ,1,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45,14,4,1,2,1,4,1,12,6,1,4,9,2,93,0,0,0,1,3,1,1
1717,0.686,0.6507,1,5,1,1,2,2,1,1,2,1,2,2,2,3,1,2, ,1,3,1,2, ,2, ,2, ,2,1,1,2,2,1,2,2,2,2,2,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,1,1,10,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , ,2,1, ,2, ,6, ,3,1,0,0,0,0,0,0, ,1,1,2,1,1,3,3,4,3,3,2,4,1,1,1,1,2,2,3,2,1,1,2,2,2,2,2,1,1,2, ,6, ,7, ,1, ,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,2,2,3, ,-1,2,1,1,1,2,2,2,2,1,2, ,2,2,2,1,1,1,0,0,0,0,0, ,2,3,3,3,3,4,4,4,4,4,1,1,1,2,2,2,2,2,2,1,6,6,4,4,4,4,3,2,3,2,2,2,2,2,2,1,2,1,2,5,10,9,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,0,1,0, ,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3, , ,2,2, ,4,2,1,17,1,62,11,3,1,2,1,4,2,13,1,1,3,5,1,58,0,0,0,1,3,1,1
1718,1.1537,1.0607,1,5,1,1,2,1,2,1,2,1,2,2,2,3,1,2, ,1,2,1,1, ,2, ,4, ,3,2,1,2,1,1,2,2,2,2,2,3,4,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,3,2,1,1,2,1,50,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1, , ,250, , ,1,1, ,3, ,2, ,1, , , , , , , , , ,3,1,2,2,4,3,4,3,4,4,5, , , , , , , , ,2,1,2,2,1,2,1,2,2,2, ,7, ,1, ,6, ,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,1, , , ,2,2,2,2,2,2,2,1,2, ,2,2,2,0,0,0,0,0,1,0,0, ,2,3,2,3,4,4,4,4,4,4,2,1,1,2,1,2,2,2,2,1,4,4,4,4,4,4,3,2,3,3,2,2,1,2,2,2,2,2,2,2,10,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0, ,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3, , ,2,2, ,4,2,1,17,2,34,6,1,1,2,1,3,4,1,1,0,3,6,1,61,0,0,0,1,2,7,0
1719,0.679,0.4336,1,5,1,1,1,1,2,1,2,1,2,1,2,3,1,2, ,1,2,2,1, ,2, ,5,text friends phone,2,2, ,2,1,1,1,1, , , ,4,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,1,1,2,1,10,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1, , ,-99, , ,1,1, ,3, ,4, ,3,0,0,0,1,0,0,0, ,2,1,2,1,1,4,3,4,4,1,1,1,1,1,1,1,2,1,3,2,-1, , , , , , , , , , , , ,6, ,1, ,1,3,1,3,3,3,2,3,2,2,2,2,2,1,2,2,2,2, , , , , , ,2,2,2,2,2,2,2,2,2, ,2,2, ,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,2,1,13,2,30,9,2,1,2,1,4,3,5,6,0,2,4,2,47,0,0,1,1,2,4,1
1721,0.5721,0.2598,1,5,1,1,2,1,2,1,2,2,2,2,2,2,2,2, ,1,2,1, , ,2, ,2, ,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0, , , ,german,2,4,2,1,1,2,1,12,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1, , ,15, , ,1,1, ,3, ,2, ,1, , , , , , , , , ,1,2,1,4,4,4,4,2, , , , , , , , , , , ,1,1,2,1,1,2,2,1,2,1,"her house,my house",6, ,7, ,1, ,2,3,3,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2, , , , , , ,2,2,2,2,2,2,2,2,2, ,2,2, ,0,0,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,9,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,2, ,4,2,5,14,2,37,9,2,5,1,1,3,3,5,5,1,2,3,2,31,0,0,0,1,2,1,0
1722,1.0414,1.0352,1,5,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2, ,1, ,1,1,3,1,1,1,1,1,2,3,1,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,2,1,1,2,1,100,1,2,1,2,1,3,3,3,1,1,1,2,1,2,2,2,5, , ,-99,-99,-99,2,1, ,3, ,5, ,4,1,0,0,0,0,0,0, ,2,3,1,1,3,1,3,3,2,3,2,2,1,2,1,2,2,3,3,3,1,1,2,1,1,2,1,1,1,2, ,6, ,8,facetime,7, ,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1, , , ,1,1,1,1,2,2,1,1,2, ,2,2,2,1,1,0,0,0,0,0,0, ,2,4,1,1,4,2,4,3,4,3,1,1,1,1,1,2,1,2,1,1,3,3,2,3,3,2,3,3,2,3,2,2,1,1,2,1,2,2,2,3,10,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,1,0,0,0, ,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3, , ,2,2, ,4,2,1,14,1,50,13,4,1,1,1,4,1,18,1,1,3,5,1,52,0,0,0,2,2,1,1
1724,0.8143,0.5,2,3,1,1,1,-1,-1,1,1,1,2,1,2,3,2,2, ,1,2,2,1, ,2, ,2, ,1,1, ,1,1,1,1,1, , , ,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,1,2,10,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1, , ,20, , ,2,2, ,1, ,5, ,3,0,0,0,0,0,1,0,LA ESCUELA,1,1,1,2,2,3,2,1,1,2,1,2,1,1,2,2,1,1,2,3,2,1,2,1,1,2,2,2,1,2, ,1, ,6, ,7, ,1,1,1,1,1,1,1,1,1,4,1,1,2,2,2,2,2,2, , , , , , ,1,2,2,2,2,2,2,2,2, ,2,2, ,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,10,10,10,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,5, ,4,2,4,13,1,43,9,2,4,1,0,5,1,8,6,1,4,9,2,93,0,1,2,0,2,1,1
1725, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46,12,4,1,2,1,4,1,16,1,0,4,8,1,88,0,0,1,0,3,2,1
1726,0.7262,0.3639,2,3,1,1,1,1,2,1,1,1,2,1,1,3,2,2, ,1,2,1,1, ,1,fACE BOOK,2, ,1,1,1,2,1,1,1,1,1,2,1,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,1,1,10,1,1,1,2,1,3,3,3,1,2,1,1,2,2,2,2,1, , ,200, ,40,2,3, ,1, ,4, ,4,1,0,0,0,0,0,0, ,1,2,3,1,2,2,1,4,1,1,1,2,1,2,1,2,3,2,3,2,2,1,2,1,1,2,2,1,2,2, ,1, ,7, ,5, ,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,2,2, , , , , , ,1,1,2,2,2,2,2,2,2, ,2,2, ,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,2, ,4,2,4,14,1,32,8,1,4,2,1,5,1,1,1,1,3,7,2,74,0,1,2,1,1,7,0
1727, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39,13,4,1,2,1,4,1,17,1,1,2,3,1,31,0,0,1,1,2,1,1
1729,0.5252,0.7359,2,3,2,2,1,2,1,1,2,1,2,1,1,3,1,2, ,1,2,1,1, ,2, ,1, ,1,1,1,2,1,1,1,1,2,1,1,4,2,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,1,2,1,1,2,1,15,1,1,1,1,2,1,3,2,1,2,2,1,2,2,2,1,1, ,-1,-99, , ,1,1, ,7,Facebook,4, ,4,0,0,0,1,0,0,0, ,2,3,1,1,1,4,2,1,1,1,4,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,Restaurant,6, ,1, ,7, ,3,3,2,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2, , , , , , ,2,2,2,2,2,2,2,2,1,Watch anime online and read manga,2,2, ,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,5,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,2, ,4,2,4,17,1,48,9,2,4,1,0,6,1,6,1,1,3,7,1,74,0,0,0,2,4,1,1
1732, , ,2,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39,3,1,4,2,0,5,2,5,6,1,3,7,1,74,0,1,2,0,2,4,0
1735,0.6796,0.9553,1,5,1,1,1,2,1,1,1,2,2,1,2,2,1,2, ,2,2,1, , ,2, ,2, ,2,2,2,2,1,2,1,2,2,1,1,2,3,4,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , ,1,2,1,2,1,1,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , ,3,1, ,6, ,3, ,1, , , , , , , , , ,3,3,2,3,3,2,2, ,3,2,2,1,1,2,2,2,2,3,3,6,2,2,1,2,2,2,2,2,2, ,7, ,6, ,1, , , , , , , , , , , , , ,2,2,2,1,2,2, , , , , , , , ,2,2,2,2,2,1,2, ,2, , ,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,8,4,6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,4,2,3,13,2,43,13,4,3,1,1,3,1,15,1,1,3,7,1,74,0,0,0,1,2,1,1
1736,1.0423,0.7469,1,5,1,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,2,1, , ,2, ,1, ,2,2,2,1,2,2,2,1,2,2,2,4,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , , , ,1,1,1,1,1,2,1,20,2,2,1,2,2,3,3,1,2,2,1,2,1,1,1,2,7, , , , ,73,3,1, ,2, ,3, ,3,0,0,1,0,0,1,0,asianfanfics.com,2,2,3,2,4,3,1,4,3, , , , , , , , , , , ,1,1,2,2,1,2,1,2,1,2, ,8,e-mail,6, ,1, ,2,3,3,2,3,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1, , , ,1,2,2,2,2,2,2,1,2, ,2,2,2,1,1,0,0,0,1,0,0, ,2,4,4,1,4,4,4,4, ,4,2,2,2,2,2,2,2,2,2,2,2,6,3,3,2,2,3,3,2,2,2,2,1,2,2,2,1,1,2,5,9,6,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3, , ,2,3, ,4,1,3,14,2,48,14,4,1,2,1,4,1,16,1,1,2,3,1,31,0,0,0,1,3,1,1
1737,4.1649,2.7064,1,5,1,1,1,2,1,1,2,1,2,1,2,4,1,2, ,1,2,1,1, ,1,Facebook,1, ,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , , , ,1,1,1,2,1,1,1,-98,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1, , ,225, ,93,2,3, ,5, ,1, ,4,1,0,0,0,0,0,0, ,1,2,3,3,3,3,4,4,2,3,5,4,1,2,2,1,2,2,3,3,1,1,2,1,1,2,2,2,2,2, ,6, ,1, ,7, ,3,3,2,2,3,3,3,3,1,2,2,3,1,1,1,1,1,2, , , , , , ,1,1,1,2,2,2,2,1,2, ,1,1, ,1,1,1,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,10,2,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,2, ,4,2,3,17,1,44,11,3,3,1,1,6,1,16,1,1,4,9,1,93,0,0,1,1,4,1,1
1739, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34,9,2,1,1,1,4,4,13,6,0,3,6,1,62,0,0,2,0,2,1,1
1742, , ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,57,9,2,5,1,1,10,1,15,1,1,4,8,1,84,0,1,3,4,2,1,1
1743,0.8067,0.662,1,5,1,1,1,2,1,1,1,2,2,1,2,2,2,2, ,1,2,1, , ,2, ,2, ,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,2,2,2,1,1,2,1,33,1,2,1,2,2,3,3,3,1,2,2,2,2,2,2,2,1, , ,-99, , ,1,3, ,1, ,6, ,1, , , , , , , , , ,2,2,1,4,4,3,4,1,4,5,5, , , , , , , , ,3,2,1,1,2,2,2,2,2,2, ,6, ,1, ,7, ,2,3,3,2,2,2,1,2,2,3,1,1,2,1,1,1,2,1,2,2,3,Facebook, ,2,1,1,1,2,2,2,2,1,2, ,2,2,2,0,1,0,0,0,0,0,0, ,2,3,2,1,4,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,4,3,2,2,2,2,2,1,1,2,1,2,2,2,10,1,9,10,10,10,0,1,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,2,2,2,2,2,2,1,1,1,1,1,1,3,3,1,3,3,3,2,3, , ,2,2, ,4,2,1,17,1,36,14,4,1,1,1,5,1,13,1,0,3,7,1,72,0,0,2,1,2,1,1
