ID,accbu_text,accbu_inperson,accbu_phone,accbu_sm,accbu_friend,accbu_smstatus,bu_phone,bu_inperson,bu_text,bu_sm,bu_email,bu_fbstatus,bu_smstatus,bu_image,bu_drift,bu_other,bu_never,dump_phone,dump_inperson,dump_text,Sex,Sexuality,Transgender,Child_Age,Child_Gen,Parent_Metro,Parent_Rent,Household_Size,Parent_Internet,Sexuality2,Child_Gen2,Transgender2,Parent_Metro2,Parent_Rent2,Parent_Internet2,bu_phone2,bu_inperson2,bu_text2,bu_sm2,bu_email2,bu_fbstatus2,bu_smstatus2,bu_image2,bu_drift2,bu_other2,bu_never2,dump_phone2,dump_inperson2,dump_text2
1569,6.0,1.0,4.0,6.0,6.0,7.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,7.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1570,2.0,10.0,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,4,14.0,2,1.0,1.0,4.0,0.0,Straight,Female,No,Metro,Own,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
1571,1.0,10.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,16.0,2,1.0,2.0,4.0,1.0,Straight,Female,No,Metro,Rent,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1572,2.0,10.0,1.0,2.0,6.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1574,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,4.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1575,7.0,10.0,9.0,6.0,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,4,13.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
1578,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1582,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0, , , , , , , , , , , , , , , ,-1,-1,16.0,1,0.0,1.0,5.0,1.0,,Male,,Non-metro,Own,Yes,,,,,,,,,,,,,,
1584,1.0,10.0,7.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,15.0,1,1.0,1.0,6.0,1.0,Straight,Male,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1585,2.0,10.0,5.0,1.0,1.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,2,4,14.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes
1586,7.0,10.0,4.0,1.0,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,13.0,2,1.0,2.0,4.0,1.0,Straight,Female,No,Metro,Rent,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
1588,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,3.0,2.0,1.0,,,,Metro,Neither,Yes,,,,,,,,,,,,,,
1589,4.0,1.0,2.0,3.0,8.0,5.0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,2,2,4,13.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes
1590,9.0,10.0,10.0,6.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1591,1.0,1.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,2.0,5.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1593,1.0,10.0,7.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,17.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1594,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1595,5.0,10.0,9.0,1.0,1.0,6.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,5,4,17.0,2,1.0,1.0,3.0,1.0,Not sure,Female,No,Metro,Own,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
1596,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1597,3.0,10.0,9.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,2.0,6.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1598,1.0,10.0,7.0,1.0,1.0,5.0, , , , , , , , , , , , , , , ,2,4,16.0,2,1.0,1.0,6.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1600,10.0,1.0,3.0,10.0,10.0,9.0, , , , , , , , , , , , , , , ,2,4,17.0,1,1.0,2.0,4.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1601,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1603,8.0,10.0,10.0,7.0,4.0,8.0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,2,4,16.0,2,0.0,1.0,4.0,1.0,Straight,Female,No,Non-metro,Own,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes
1604,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1606,6.0,1.0,3.0,4.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,2,1.0,1.0,2.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1607,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1608,5.0,10.0,6.0,5.0,2.0,7.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,4,16.0,1,1.0,2.0,6.0,1.0,Straight,Male,No,Metro,Rent,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes
1609,1.0,9.0,4.0,2.0,1.0,3.0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,2,3,4,15.0,2,1.0,1.0,4.0,1.0,Bisexual,Female,No,Metro,Own,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
1610,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,2.0,3.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1611,2.0,1.0,3.0,3.0,4.0,4.0, , , , , , , , , , , , , , , ,3,4,14.0,2,1.0,1.0,6.0,1.0,Bisexual,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1612,2.0,10.0,9.0,1.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,16.0,2,0.0,1.0,5.0,1.0,Straight,Female,No,Non-metro,Own,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No
1613,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,5.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1614,7.0,10.0,8.0,3.0,8.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,17.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
1615,1.0,10.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,4,13.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
1617,4.0,10.0,7.0,1.0,5.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,2,0.0,1.0,4.0,1.0,Straight,Female,No,Non-metro,Own,Yes,,,,,,,,,,,,,,
1618,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1620,9.0,10.0,5.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,4,17.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
1621,2.0,10.0,10.0,3.0,1.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,16.0,2,1.0,2.0,5.0,1.0,Straight,Female,No,Metro,Rent,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
1622,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,6.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1623,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,2.0,0.0,,,,Metro,Own,No,,,,,,,,,,,,,,
1625,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1626,1.0,10.0,8.0,3.0,2.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,4,16.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
1627,5.0,10.0,9.0,2.0,4.0,6.0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,2,2,4,14.0,1,1.0,2.0,6.0,1.0,Straight,Male,No,Metro,Rent,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
1628,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1630,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1631,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1632,1.0,9.0,3.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,13.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
1633,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,8.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
1636,1.0,10.0,4.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,17.0,2,0.0,1.0,3.0,1.0,Straight,Female,No,Non-metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
1640,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0, , , , , , , , , , , , , , , ,-1,-1,16.0,1,1.0,2.0,4.0,0.0,,Male,,Metro,Rent,No,,,,,,,,,,,,,,
1641,10.0,1.0,2.0,8.0,3.0,9.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,2.0,6.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1643,3.0,10.0,8.0,3.0,2.0,3.0, , , , , , , , , , , , , , , ,2,4,16.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1645,1.0,10.0,5.0,1.0,1.0,2.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,2.0,5.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1647,1.0,10.0,5.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,15.0,1,1.0,1.0,6.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
1648,5.0,10.0,9.0,1.0,5.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,2,0.0,1.0,5.0,1.0,Straight,Female,No,Non-metro,Own,Yes,,,,,,,,,,,,,,
1649,9.0,9.0,4.0,7.0,7.0,5.0, , , , , , , , , , , , , , , ,2,1,15.0,1,1.0,1.0,4.0,1.0,Straight,Male,Yes,Metro,Own,Yes,,,,,,,,,,,,,,
1650,5.0,10.0,4.0,2.0,3.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1651,1.0,7.0,2.0,1.0,1.0,2.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,2,4,17.0,2,1.0,2.0,2.0,1.0,Straight,Female,No,Metro,Rent,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
1652,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0, , , , , , , , , , , , , , , ,-1,-1,14.0,2,1.0,2.0,5.0,1.0,,Female,,Metro,Rent,Yes,,,,,,,,,,,,,,
1653,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,1,13.0,2,1.0,1.0,8.0,1.0,Straight,Female,Yes,Metro,Own,Yes,,,,,,,,,,,,,,
1655,8.0,10.0,7.0,5.0,6.0,2.0, , , , , , , , , , , , , , , ,2,4,13.0,2,0.0,1.0,6.0,1.0,Straight,Female,No,Non-metro,Own,Yes,,,,,,,,,,,,,,
1656,1.0,10.0,3.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,16.0,1,1.0,1.0,2.0,1.0,Straight,Male,No,Metro,Own,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
1657,1.0,10.0,8.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,2,1.0,2.0,3.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1658,1.0,10.0,6.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,2.0,5.0,1.0,Straight,Female,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1659,1.0,10.0,3.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,14.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1660,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1661,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,7.0,0.0,,,,Metro,Rent,No,,,,,,,,,,,,,,
1663,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,3.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1667,,,,,,, , , , , , , , , , , , , , , , , ,15.0,1,1.0,1.0,5.0,1.0,,Male,,Metro,Own,Yes,,,,,,,,,,,,,,
1668,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1669,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,6.0,0.0,,,,Metro,Rent,No,,,,,,,,,,,,,,
1670,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1671,1.0,10.0,5.0,1.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,16.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
1672,7.0,10.0,9.0,2.0,2.0,3.0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,2,2,4,15.0,2,1.0,1.0,6.0,1.0,Straight,Female,No,Metro,Own,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
1673,4.0,1.0,2.0,3.0,5.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,15.0,1,1.0,2.0,5.0,1.0,Straight,Male,No,Metro,Rent,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
1675,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1677,3.0,10.0,4.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,16.0,1,1.0,2.0,5.0,1.0,Straight,Male,No,Metro,Rent,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
1678,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,8.0,0.0,,,,Metro,Own,No,,,,,,,,,,,,,,
1679,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,1,1.0,1.0,5.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1680,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1681,2.0,10.0,5.0,1.0,3.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,5.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1685,8.0,10.0,6.0,4.0,5.0,5.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1686,1.0,10.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,4,16.0,2,1.0,2.0,4.0,1.0,Straight,Female,No,Metro,Rent,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
1688,1.0,10.0,8.0,7.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,17.0,1,1.0,1.0,3.0,1.0,Not sure,Male,Yes,Metro,Own,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
1689,8.0,10.0,9.0,5.0,7.0,8.0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,2,4,17.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes
1691,5.0,10.0,8.0,2.0,7.0,2.0, , , , , , , , , , , , , , , ,2,4,16.0,2,1.0,1.0,8.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1692,5.0,10.0,10.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1694,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1695,1.0,10.0,3.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,1,0.0,1.0,5.0,1.0,Straight,Male,No,Non-metro,Own,Yes,,,,,,,,,,,,,,
1696,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,2.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1697,9.0,10.0,7.0,3.0,3.0,7.0, , , , , , , , , , , , , , , ,2,4,16.0,2,0.0,3.0,3.0,1.0,Straight,Female,No,Non-metro,Neither,Yes,,,,,,,,,,,,,,
1700,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,2.0,4.0,1.0,,,,Non-metro,Rent,Yes,,,,,,,,,,,,,,
1702,1.0,10.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,17.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1704,-1.0,-1.0,4.0,-1.0,-1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,4,14.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
1706,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1707,1.0,10.0,7.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,17.0,1,1.0,1.0,6.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
1712,1.0,5.0,5.0,6.0,2.0,1.0, , , , , , , , , , , , , , , ,4,4,13.0,1,1.0,1.0,4.0,1.0,Something else,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1713,3.0,1.0,2.0,9.0,10.0,4.0, , , , , , , , , , , , , , , ,2,4,17.0,1,1.0,1.0,3.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1714,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,4,15.0,2,1.0,2.0,5.0,0.0,Straight,Female,No,Metro,Rent,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No
1716,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,4.0,1.0,,,,Metro,Rent,Yes,,,,,,,,,,,,,,
1717,5.0,10.0,9.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,17.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1718,2.0,10.0,6.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,17.0,2,0.0,1.0,3.0,0.0,Straight,Female,No,Non-metro,Own,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
1719,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,0.0,2.0,4.0,1.0,Straight,Female,No,Non-metro,Rent,Yes,,,,,,,,,,,,,,
1721,1.0,10.0,9.0,1.0,2.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,2.0,3.0,0.0,Straight,Female,No,Metro,Rent,No,,,,,,,,,,,,,,
1722,3.0,10.0,8.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,4,14.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No
1724,4.0,10.0,10.0,10.0,1.0,6.0, , , , , , , , , , , , , , , ,5,4,13.0,1,1.0,2.0,5.0,1.0,Not sure,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1725,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,4.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
1726,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,1,1.0,2.0,5.0,0.0,Straight,Male,No,Metro,Rent,No,,,,,,,,,,,,,,
1727,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,4.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1729,1.0,10.0,5.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,17.0,1,1.0,1.0,6.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1732,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,5.0,0.0,,,,Metro,Own,No,,,,,,,,,,,,,,
1735,4.0,4.0,8.0,4.0,6.0,4.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,3.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1736,5.0,9.0,6.0,1.0,1.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,3,4,14.0,2,1.0,1.0,4.0,1.0,Bisexual,Female,No,Metro,Own,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No
1737,2.0,10.0,2.0,1.0,1.0,4.0, , , , , , , , , , , , , , , ,2,4,17.0,1,1.0,1.0,6.0,1.0,Straight,Male,No,Metro,Own,Yes,,,,,,,,,,,,,,
1739,,,,,,, , , , , , , , , , , , , , , , , ,, ,0.0,1.0,4.0,1.0,,,,Non-metro,Own,Yes,,,,,,,,,,,,,,
1742,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,1.0,10.0,1.0,,,,Metro,Own,Yes,,,,,,,,,,,,,,
1743,10.0,1.0,9.0,10.0,10.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,17.0,1,0.0,1.0,5.0,1.0,Straight,Male,No,Non-metro,Own,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
1745,4.0,10.0,3.0,2.0,3.0,1.0, , , , , , , , , , , , , , , ,2,4,13.0,2,1.0,1.0,4.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1747,1.0,10.0,8.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,2,1.0,1.0,3.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1748,2.0,10.0,3.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,17.0,1,1.0,1.0,4.0,1.0,Straight,Male,No,Metro,Own,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
1749,10.0,1.0,1.0,10.0,10.0,10.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,3.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1750,10.0,10.0,1.0,10.0,5.0,1.0, , , , , , , , , , , , , , , ,4,4,13.0,2,0.0,3.0,6.0,1.0,Something else,Female,No,Non-metro,Neither,Yes,,,,,,,,,,,,,,
1751,5.0,10.0,6.0,3.0,2.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,3,4,15.0,2,1.0,1.0,4.0,1.0,Bisexual,Female,No,Metro,Own,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No
1752,,,,,,, , , , , , , , , , , , , , , , , ,, ,1.0,2.0,4.0,0.0,,,,Metro,Rent,No,,,,,,,,,,,,,,
1753,5.0,10.0,8.0,2.0,3.0,1.0, , , , , , , , , , , , , , , ,2,4,14.0,2,1.0,1.0,6.0,1.0,Straight,Female,No,Metro,Own,Yes,,,,,,,,,,,,,,
1754,1.0,10.0,9.0,1.0,5.0,1.0, , , , , , , , , , , , , , , ,2,4,15.0,1,1.0,2.0,6.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
1755,1.0,10.0,1.0,1.0,1.0,1.0, , , , , , , , , , , , , , , ,2,4,16.0,1,1.0,2.0,4.0,1.0,Straight,Male,No,Metro,Rent,Yes,,,,,,,,,,,,,,
